Rank,Score,"Programming Skills","Driver Skills","Highest Programming Skills","Highest Driver Skills","Highest Programming Score Timestamp","Highest Driver Score Timestamp","Highest Programming Score Stop Time","Highest Driver Score Stop Time","Team Number","Team Name",Organization,"Event Region",Country/Region
1677,58,0,58,0,58,,"2022-12-17 17:35:43",0,0,67101D,Doug,"Maize Career Academy",Kansas,"United States"
1678,58,0,58,0,58,,"2022-12-17 19:09:06",0,0,6463D,"Fontainebleau RoboDawgs","FONTAINEBLEAU HIGH SCHOOL",Louisiana,"United States"
1679,58,0,58,0,58,,"2022-12-17 19:16:16",0,0,17771Z,Betas,"East High School",Kansas,"United States"
1680,58,0,58,0,58,,"2022-12-17 19:22:39",0,0,5691Y,Apollo,"BRYANT HIGH SCHOOL",Arkansas,"United States"
1681,58,0,58,0,58,,"2022-12-17 19:35:41",0,0,1616X,DKNJC,"DON TYSON SCHOOL OF INNOVATIONS",Arkansas,"United States"
1682,58,0,58,0,58,,"2022-12-17 21:03:56",0,0,35691B,"Concordia Panthers","CONCORDIA JR-SR HIGH",Kansas,"United States"
1683,58,0,58,0,58,,"2022-12-17 23:59:34",0,0,254J,"The Cheesy Poofs","Bellarmine College Preparatory","California - Region 2","United States"
1684,58,0,58,0,58,,"2022-12-21 17:37:30",0,0,64820A,"Rebel Robotics","Cuba-rushford High School","New York-North","United States"
1685,57,13,44,19,44,"2022-11-06 11:47:33","2022-12-24 12:40:21",0,0,62322A,"FLORYA BISONS","Özel Florya Koleji",Türkiye,Türkiye
1686,57,0,57,14,57,"2022-12-03 19:06:59","2022-12-13 01:15:08",0,0,73973E,"White House Robotics","WHITE HOUSE HIGH SCHOOL",Tennessee,"United States"
1687,57,9,48,9,57,"2022-12-17 18:24:57","2022-11-12 18:04:50",0,0,1718W,"The Other Team","MONTGOMERY HIGH SCHOOL","Texas - Region 3","United States"
1688,57,8,49,8,49,"2022-11-11 23:05:56","2022-11-11 22:48:50",0,0,88847C,Johnny-5,"GRANBURY HIGH SCHOOL","Texas - Region 2","United States"
1689,57,2,55,6,55,"2022-11-18 23:40:25","2022-12-03 22:48:59",0,0,23660U,T.A.L.K,"Loreto Kirribilli",Australia,Australia
1690,57,6,51,6,51,"2022-12-17 20:48:27","2022-12-17 19:38:54",0,0,84443B,Opportunity,"RICE LAKE HIGH",Wisconsin,"United States"
1691,57,5,52,5,52,"2022-12-17 18:22:25","2022-12-17 18:33:25",45,0,4112A,"Blue Devils","ZANESVILLE HIGH SCHOOL",Ohio,"United States"
1692,57,0,57,3,57,"2022-11-02 01:57:08","2022-12-03 23:05:08",0,0,12819B,"ABHS B","Adelaide Botanic High School",Australia,Australia
1693,57,0,57,3,57,"2022-12-01 22:43:51","2022-12-10 17:24:37",0,0,2442A,"Bancroft Robodogs A","BANCROFT SCHOOL","Southern New England","United States"
1694,57,0,57,0,57,,"2022-10-08 17:21:09",0,0,49182A,"CECA Senior Team","CLINT ISD EARLY COLLEGE ACADEMY","Texas - Region 1","United States"
1695,57,0,57,0,57,,"2022-10-17 18:53:36",0,0,1138Z,"Eagle Engineering Zebra","CHAMINADE COLLEGE PREPARATORY HIGH SCHOOL","California - Region 4","United States"
1696,57,0,57,0,57,,"2022-10-29 18:52:46",0,0,19713H,"Cypress Ranch High School","Cypress Ranch High School","Texas - Region 3","United States"
1697,57,0,57,0,57,,"2022-11-05 12:49:28",0,0,8346D,"Team Steve","St Helena School","United Kingdom","United Kingdom"
1698,57,0,57,0,57,,"2022-11-05 19:07:10",0,0,586C,"C's The Day","PLYMOUTH HIGH SCHOOL",Indiana,"United States"
1699,57,0,57,0,57,,"2022-11-12 19:44:24",0,0,62961X,Matrix,"Matrix Robotics",Virginia,"United States"
1700,57,0,57,0,57,,"2022-11-13 19:48:49",0,0,42470E,"Grizzly Robotics E","GRANITE BAY HIGH","California - Region 2","United States"
1701,57,0,57,0,57,,"2022-11-19 19:39:12",0,0,27508F,"ROBOVIKS TEAM TYR","North Salem High School",Oregon,"United States"
1702,57,0,57,0,57,,"2022-11-19 19:41:05",0,0,77275F,X-wing,"Spark Academy of Advanced Technologies","New Hampshire/Vermont","United States"
1703,57,0,57,0,57,,"2022-12-02 19:08:49",0,0,2146A,"The Sprouseteers","Hawkins High School","Texas - Region 2","United States"
1704,57,0,57,0,57,,"2022-12-03 06:25:53",0,0,44448B,ATK,"St Andrews International School Bangkok",Thailand,Thailand
1705,57,0,57,0,57,,"2022-12-03 08:22:09",0,0,8861D,"Steel Panthers: 8861D","International School Bangkok",Thailand,Thailand
1706,57,0,57,0,57,,"2022-12-03 15:29:31",0,0,7882F,"Robots Inc","MAHONING CAREER & TECHNICAL",Ohio,"United States"
1707,57,0,57,0,57,,"2022-12-03 17:38:00",0,0,97671C,"VEX Seal","CLINTON HIGH","South Carolina","United States"
1708,57,0,57,0,57,,"2022-12-03 20:43:32",0,0,9050E,Galaxy,"GROTON AREA HIGH SCHOOL - 01","South Dakota","United States"
1709,57,0,57,0,57,,"2022-12-08 17:02:47",0,0,19890B,Jagbots,"HILLCREST HIGH SCHOOL",Alabama,"United States"
1710,57,0,57,0,57,,"2022-12-08 17:33:09",0,0,19890A,Jagbots,"HILLCREST HIGH SCHOOL",Alabama,"United States"
1711,57,0,57,0,57,,"2022-12-08 17:49:08",0,0,42502G,"Murphy Team 1","MURPHY HIGH SCHOOL",Alabama,"United States"
1712,57,0,57,0,57,,"2022-12-10 16:29:03",0,0,3264A,"Not Quite S Tier","NORWALK HIGH SCHOOL",Ohio,"United States"
1713,57,0,57,0,57,,"2022-12-10 19:12:04",0,0,80817A,"5 Guys","FOUNTAIN-FORT CARSON HIGH SCHOOL",Colorado,"United States"
1714,57,0,57,0,57,,"2022-12-11 23:22:03",0,0,3017A,3017A,"HENLEY HIGH SCHOOL",Oregon,"United States"
1715,57,0,57,0,57,,"2022-12-14 00:35:14",0,0,3145E,AFK,"Triway High School",Ohio,"United States"
1716,57,0,57,0,57,,"2022-12-17 01:14:01",0,0,1049D,"OPS - Las Tortugas","OMAHA SOUTH MAGNET HIGH SCHOOL",Nebraska,"United States"
1717,57,0,57,0,57,,"2022-12-17 17:07:37",0,0,84260H,Henyx,"Cabot High School",Arkansas,"United States"
1718,57,0,57,0,57,,"2022-12-17 17:38:47",0,0,60053Z,Zero,"PAUL DUKE STEM HIGH SCHOOL",Georgia,"United States"
1719,57,0,57,0,57,,"2022-12-17 18:39:19",0,0,1188B,"H-KHS Robotics","HADDAM-KILLINGWORTH HIGH SCHOOL","Southern New England","United States"
1720,57,0,57,0,57,,"2022-12-17 20:41:03",0,0,3685A,"Ahi Slayers","Waianae High School - Searider Robotics",Hawaii,"United States"
1721,56,19,37,19,37,"2022-12-10 20:33:46","2022-12-10 20:45:31",35,0,32092C,"Alloy 200","Stargate Charter School",Colorado,"United States"
1722,56,14,42,14,42,"2022-11-12 18:46:09","2022-11-12 18:03:44",10,0,81834A,"Versailles Orange","VERSAILLES HIGH SCHOOL",Ohio,"United States"
1723,56,3,53,13,53,"2022-11-19 18:14:47","2022-12-17 19:21:19",0,0,55301B,"Mission Control","UNITED SOUTH CENTRAL HIGH SCHOOL",Minnesota,"United States"
1724,56,7,49,7,49,"2022-11-19 19:44:50","2022-11-18 14:10:36",0,0,1115F,Fibonacci,"GREENFIELD-CENTRAL HIGH SCHOOL",Indiana,"United States"
1725,56,3,53,3,56,"2022-12-18 00:14:46","2022-11-17 04:24:00",0,0,10S,"Exothermic Storm","Exothermic Robotics",Washington,"United States"
1726,56,0,56,0,56,,"2022-10-16 19:55:51",0,0,3356A,"Hercules robot A","STEM ACTION TEEN INSTITUTION","California - Region 4","United States"
1727,56,0,56,0,56,,"2022-10-16 22:18:14",0,0,8301C,"Cougarbots C","SAN YSIDRO HIGH","California - Region 4","United States"
1728,56,0,56,0,56,,"2022-10-22 17:22:22",0,0,2142W,SideWinders,"John Bapst Memorial High School",Maine,"United States"
1729,56,0,56,0,56,,"2022-10-29 16:05:55",0,0,99208B,"Savages 2","BROKEN BOW HIGH SCHOOL",Oklahoma,"United States"
1730,56,0,56,0,56,,"2022-10-29 19:45:11",0,0,986D,"Lancers D","GRACE BRETHREN JR SR HIGH SCHOOL","California - Region 4","United States"
1731,56,0,56,0,56,,"2022-11-05 17:00:11",0,0,72734A,"Rainbow Ratio","GENTRY HIGH SCHOOL CONVERSION CHARTER",Arkansas,"United States"
1732,56,0,56,0,56,,"2022-11-05 18:29:19",0,0,9050B,"Gear Heads","GROTON AREA HIGH SCHOOL - 01","South Dakota","United States"
1733,56,0,56,0,56,,"2022-11-13 00:13:21",0,0,11211Z,"OCSA Robotics Team Z",OCSA,"California - Region 4","United States"
1734,56,0,56,0,56,,"2022-11-19 17:16:48",0,0,97817B,"The Protractors","Purdue Polytechnic High School North",Indiana,"United States"
1735,56,0,56,0,56,,"2022-11-19 20:05:51",0,0,74762E,"Scorpions 4","Horizon High School","Texas - Region 1","United States"
1736,56,0,56,0,56,,"2022-12-02 00:32:03",0,0,6210R,"HCS Eagles: Recoil","Heritage Christian School",Indiana,"United States"
1737,56,0,56,0,56,,"2022-12-03 17:42:39",0,0,1199B,"Robo Rams B","ARABIA MOUNTAIN HIGH SCHOOL",Georgia,"United States"
1738,56,0,56,0,56,,"2022-12-08 01:30:31",0,0,20612C,"Blazin' Bots","BLOOM TRAIL HIGH SCHOOL",Illinois,"United States"
1739,56,0,56,0,56,,"2022-12-10 16:22:04",0,0,3217C,Cadmus,"MARTHA LAYNE COLLINS HIGH SCHOOL",Kentucky,"United States"
1740,56,0,56,0,56,,"2022-12-11 22:01:25",0,0,5686V,Vortex,"Mazama High School",Oregon,"United States"
1741,56,0,56,0,56,,"2022-12-12 00:10:44",0,0,3017Y,3017Y,"HENLEY HIGH SCHOOL",Oregon,"United States"
1742,56,0,56,0,56,,"2022-12-16 02:05:08",0,0,6219H,"Neenah Rocket Robotics H","NEENAH HIGH",Wisconsin,"United States"
1743,56,0,56,0,56,,"2022-12-16 02:11:54",0,0,6219E,"We'll Do It Tomorrow","NEENAH HIGH",Wisconsin,"United States"
1744,56,0,56,0,56,,"2022-12-17 19:46:22",0,0,24004A,TheLeeders,"Coral Reef High School","Florida - South","United States"
1745,56,0,56,0,56,,"2022-12-17 20:29:08",0,0,3388X,YUP,"Sir Winston Churchill High School",Alberta/Saskatchewan,Canada
1746,56,0,56,0,56,,"2022-12-17 20:35:36",0,0,6865Z,"Eagle Roboto","BARBERS HILL HIGH SCHOOL","Texas - Region 3","United States"
1747,56,0,56,0,56,,"2022-12-17 21:08:04",0,0,3388K,Knee-Chan,"Sir Winston Churchill High School",Alberta/Saskatchewan,Canada
1748,56,0,56,0,56,,"2022-12-17 21:25:06",0,0,3388B,"Can We Get Much Higher","Sir Winston Churchill High School",Alberta/Saskatchewan,Canada
1749,55,0,55,19,55,"2022-12-10 18:13:01","2022-12-02 17:46:19",0,3,2442E,"Bancroft Robodogs E","BANCROFT SCHOOL","Southern New England","United States"
1750,55,16,39,16,52,"2022-11-05 18:42:11","2022-12-03 17:28:40",0,0,3796C,"Crisis Averted","J. L. MANN HIGH ACADEMY","South Carolina","United States"
1751,55,6,49,6,49,"2022-10-22 18:58:09","2022-10-22 18:16:43",45,0,1011K,"Ten Ton Robotics","West Vancouver School District #45","British Columbia (BC)",Canada
1752,55,6,49,6,49,"2022-11-13 17:50:02","2022-11-13 18:30:10",43,0,10627A,"We got this!","SARANAC JRSR HIGH SCHOOL",Michigan,"United States"
1753,55,0,55,6,55,"2022-11-19 21:20:38","2022-12-08 01:50:00",0,0,60466B,Raptors,"Rich Township High School",Illinois,"United States"
1754,55,6,49,6,52,"2022-11-12 19:50:15","2022-12-10 18:58:13",0,0,1575D,Delta,"WOODBRIDGE HIGH",Virginia,"United States"
1755,55,6,49,6,49,"2022-11-02 02:12:32","2022-11-02 02:32:47",0,0,50506A,Robosapiens,"Glenunga International High School",Australia,Australia
1756,55,5,50,5,50,"2022-12-10 19:02:58","2022-12-10 19:04:54",0,0,3773W,"Bowbots - Tungsten (W)","Bow High School","New Hampshire/Vermont","United States"
1757,55,0,55,4,55,"2022-10-22 19:15:37","2022-11-19 20:09:51",45,0,5347A,"Anxiety Club",BART,Alabama,"United States"
1758,55,3,52,3,52,"2022-11-12 16:31:00","2022-11-12 17:03:53",45,11,55760D,CyberBuggies,"NORTHRIDGE HIGH SCHOOL",Indiana,"United States"
1759,55,0,55,3,55,"2022-11-12 16:38:45","2022-11-18 00:14:39",0,0,33750A,"Tech Agents","Region 5 Stem Center",Louisiana,"United States"
1760,55,3,52,3,52,"2022-12-03 21:03:27","2022-12-03 18:25:19",0,0,32092A,"Error 404","Stargate Charter School",Colorado,"United States"
1761,55,0,55,0,55,,"2022-12-02 17:06:51",0,19,3260A,SHARP,"Sarah Heinz House","Pennsylvania - West","United States"
1762,55,0,55,0,55,"2022-11-21 18:57:37","2022-11-21 18:57:15",0,0,77360B,"Onalaska Wildcats","ONALASKA JR/SR HIGH","Texas - Region 3","United States"
1763,55,0,55,0,55,,"2022-10-13 16:01:08",0,0,54500B,"Blount Team 2","MATTIE T BLOUNT HIGH SCHOOL",Alabama,"United States"
1764,55,0,55,0,55,,"2022-10-29 02:36:00",0,0,36010A,"CSDE A","Cairns School of Distance Education",Australia,Australia
1765,55,0,55,0,55,,"2022-10-29 17:50:03",0,0,9682B,Nightwing,"Olympian High School","California - Region 4","United States"
1766,55,0,55,0,55,,"2022-11-05 16:37:49",0,0,99766E,"Kirkwood High School Robotics","Kirkwood High School",Missouri,"United States"
1767,55,0,55,0,55,,"2022-11-05 19:12:37",0,0,586E,Eggheads,"PLYMOUTH HIGH SCHOOL",Indiana,"United States"
1768,55,0,55,0,55,,"2022-11-12 19:39:03",0,0,23184A,"CEC Robo Eagles","CONWELL EGAN CATHOLIC HIGH SCHOOL","Pennsylvania - East","United States"
1769,55,0,55,0,55,,"2022-11-19 16:38:09",0,0,231Y,"Knights Robotics Team","DR KIRK LEWIS CAREER AND TECHNICAL HIGH SCHOOL","Texas - Region 3","United States"
1770,55,0,55,0,55,,"2022-11-19 19:02:09",0,0,3682B,Bearcats,"KITTSON CENTRAL SECONDARY",Minnesota,"United States"
1771,55,0,55,0,55,,"2022-11-19 19:20:29",0,0,6127B,"Sesame Street","Del Valle High School","Texas - Region 1","United States"
1772,55,0,55,0,55,,"2022-11-19 20:39:34",0,0,80075S,"Steampunk Squirrels","Von Steuben Metro Science High School",Illinois,"United States"
1773,55,0,55,0,55,,"2022-11-19 22:09:39",0,0,3249V,Infrared,"VANCOUVER ITECH PREPARATORY",Oregon,"United States"
1774,55,0,55,0,55,,"2022-11-20 00:33:26",0,0,5968V,"Cougar Tech","KEAAU HIGH SCHOOL",Hawaii,"United States"
1775,55,0,55,0,55,,"2022-11-21 22:08:51",0,0,3118C,Astrobots,"CLEAR BROOK HIGH SCHOOL","Texas - Region 3","United States"
1776,55,0,55,0,55,,"2022-12-03 15:33:26",0,0,44433R,Sillystring,"RIVERCREST HIGH SCHOOL",Arkansas,"United States"
1777,55,0,55,0,55,,"2022-12-03 18:36:51",0,0,703C,Megamind,"NORWELL HIGH SCHOOL",Indiana,"United States"
1778,55,0,55,0,55,,"2022-12-03 19:06:23",0,0,2971A,RoboHuskies,"NORTHWESTERN HIGH SCHOOL",Ohio,"United States"
1779,55,0,55,0,55,,"2022-12-03 19:08:30",0,0,31077A,"Why won't you work?","HILBERT HIGH",Wisconsin,"United States"
1780,55,0,55,0,55,,"2022-12-03 19:27:58",0,0,1757T,T.O.R.Q.,"Mexico High School","New York-North","United States"
1781,55,0,55,0,55,,"2022-12-03 19:58:11",0,0,2140B,Caffeine,"JENISON HIGH SCHOOL",Michigan,"United States"
1782,55,0,55,0,55,,"2022-12-03 22:11:23",0,0,201A,BroncobotsA,"Brophy College Prep",Arizona,"United States"
1783,55,0,55,0,55,,"2022-12-03 23:22:14",0,0,9364G,"Iron Eagles - Girl Scout","Brentwood Academy",Tennessee,"United States"
1784,55,0,55,0,55,,"2022-12-08 00:47:00",0,0,231S,"Knights Robotics Team","DR KIRK LEWIS CAREER AND TECHNICAL HIGH SCHOOL","Texas - Region 3","United States"
1785,55,0,55,0,55,,"2022-12-08 16:52:12",0,0,54200A,"Theodore Team 1","THEODORE HIGH SCHOOL",Alabama,"United States"
1786,55,0,55,0,55,,"2022-12-10 17:13:17",0,0,19387A,"The Resistor Cats","WALLKILL SENIOR HIGH SCHOOL","New York-South","United States"
1787,55,0,55,0,55,,"2022-12-10 18:12:28",0,0,2442B,"Bancroft Robodogs B","BANCROFT SCHOOL","Southern New England","United States"
1788,55,0,55,0,55,,"2022-12-10 18:25:51",0,0,41870H,RoboRams,"MOUNT VERNON HIGH SCHOOL",Illinois,"United States"
1789,55,0,55,0,55,,"2022-12-10 19:50:31",0,0,81218H,"3 Brain Cells","Loveless Academic Magnet Prog High School",Alabama,"United States"
1790,55,0,55,0,55,,"2022-12-11 23:56:41",0,0,3017E,3017E,"HENLEY HIGH SCHOOL",Oregon,"United States"
1791,55,0,55,0,55,,"2022-12-17 16:13:37",0,0,55515B,"Legends of VB","Van Buren High School",Arkansas,"United States"
1792,55,0,55,0,55,,"2022-12-17 17:07:10",0,0,676D,"Lucky Duckies","Lucky Duckies Vex Robotics",Maryland,"United States"
1793,55,0,55,0,55,,"2022-12-17 17:09:18",0,0,46567V,Roberto,"Winfield High School",Kansas,"United States"
1794,55,0,55,0,55,,"2022-12-17 19:15:28",0,0,73191A,DeltaX,"MEDICAL ACADEMY FOR SCIENCE AND TECHNOLOGY (M.A.S.T.) @ HOME","Florida - South","United States"
1795,55,0,55,0,55,,"2022-12-17 20:37:50",0,0,7192D,"Yippie Ki Yay","Windom Middle School",Minnesota,"United States"
1796,55,0,55,0,55,,"2022-12-17 21:12:54",0,0,1718Y,"The Incredibles","MONTGOMERY HIGH SCHOOL","Texas - Region 3","United States"
1797,55,0,55,0,55,,"2022-12-17 21:49:20",0,0,3388C,CRA,"Sir Winston Churchill High School",Alberta/Saskatchewan,Canada
1798,54,20,34,20,34,"2022-11-12 16:13:55","2022-11-12 18:07:31",0,0,9871H,"ATEMS H","ACADEMY FOR TECHNOLOGY ENGINEERING MATH & SCIENCE","Texas - Region 2","United States"
1799,54,15,39,15,39,"2022-12-18 09:47:17","2022-12-18 06:36:05",51,0,23349A,LEGEND,İndependent,Türkiye,Türkiye
1800,54,14,40,14,47,"2022-12-10 19:11:54","2022-11-12 17:50:17",0,0,1267V,Vulcan,"Delaware County Christian School","Pennsylvania - East","United States"
1801,54,13,41,13,41,"2022-12-02 18:19:41","2022-12-02 18:39:33",49,0,1462B,Warriors,"PENN TRAFFORD HIGH SCHOOL","Pennsylvania - West","United States"
1802,54,0,54,13,54,"2022-12-10 17:00:34","2022-10-29 15:32:18",0,0,7536F,Conexión,"Ridgeland High School",Mississippi,"United States"
1803,54,13,41,13,41,"2022-11-20 19:29:38","2022-11-20 16:45:37",0,0,355X,Hexaforce,"Fox Valley Robotics",Illinois,"United States"
1804,54,0,54,12,54,"2022-12-03 18:59:02","2022-11-05 18:41:23",53,0,1233P,"UnderDogs P","CROWN POINT HIGH SCHOOL",Indiana,"United States"
1805,54,12,42,12,42,"2022-11-12 16:44:56","2022-11-12 20:10:32",0,0,76427C,"Bryson 3","BRYSON SCHOOL","Texas - Region 2","United States"
1806,54,9,45,9,45,"2022-11-12 16:31:08","2022-11-12 15:19:20",0,0,75149A,"Wranglers Battalion","WEST MESQUITE HIGH SCHOOL","Texas - Region 2","United States"
1807,54,8,46,8,46,"2022-12-14 01:43:38","2022-12-14 01:50:33",0,0,99621H,Craig,"SHORECREST HIGH SCHOOL",Washington,"United States"
1808,54,0,54,3,54,"2022-11-11 18:41:35","2022-12-03 20:14:23",49,5,1460T,"Top Gun","Sandy High School",Oregon,"United States"
1809,54,0,54,3,54,"2022-10-11 22:59:14","2022-10-29 16:47:18",0,0,77786A,"Bridgeland Astros","BRIDGELAND HIGH SCHOOL","Texas - Region 3","United States"
1810,54,0,54,0,54,"2022-12-03 20:43:03","2022-12-03 21:04:59",50,0,20132A,"Falcon Robotics","CENTRAL VALLEY HIGH","California - Region 1","United States"
1811,54,0,54,0,54,,"2022-09-24 17:43:02",0,0,20025J,"Innovation Robotics","INNOVATION ACADEMY",Tennessee,"United States"
1812,54,0,54,0,54,,"2022-10-29 20:10:32",0,0,74019B,Motor-rollas,"VERDIGRIS JHS",Oklahoma,"United States"
1813,54,0,54,0,54,,"2022-10-29 22:35:46",0,0,51581D,"But Hello","THE DALLES HIGH SCHOOL",Oregon,"United States"
1814,54,0,54,0,54,,"2022-11-05 17:13:45",0,0,3773P,"BowBots - Phosphorus","Bow High School","New Hampshire/Vermont","United States"
1815,54,0,54,0,54,,"2022-11-05 19:15:45",0,0,4981C,"Culver Academies Robotics","Culver Academies",Indiana,"United States"
1816,54,0,54,0,54,,"2022-11-08 23:51:12",0,0,26681H,"No Name","STRUTHERS HIGH SCHOOL",Ohio,"United States"
1817,54,0,54,0,54,,"2022-11-12 16:10:12",0,0,1727Y,REX,"Dulaney High School",Maryland,"United States"
1818,54,0,54,0,54,,"2022-11-12 17:58:45",0,0,46062N,"Fried Circuits","OUR LADY OF GRACE SCHOOL",Indiana,"United States"
1819,54,0,54,0,54,,"2022-11-12 18:42:17",0,0,7121A,"Maverick Robotics","ARCHBISHOP EDWARD MCCARTHY HIGH SCHOOL","Florida - South","United States"
1820,54,0,54,0,54,,"2022-11-12 19:50:52",0,0,285X,"DiscoBots X","Carnegie Vanguard HS","Texas - Region 3","United States"
1821,54,0,54,0,54,,"2022-11-12 23:38:43",0,0,2404A,BoomBots,"WASHINGTON HIGH","California - Region 2","United States"
1822,54,0,54,0,54,,"2022-11-17 01:47:55",0,0,7110B,"Fired Up!","CARROLL HIGH SCHOOL","Texas - Region 2","United States"
1823,54,0,54,0,54,,"2022-11-19 15:51:10",0,0,83941B,"Boolean Bandits","RIVERSIDE HIGH SCHOOL",Indiana,"United States"
1824,54,0,54,0,54,,"2022-11-19 17:05:39",0,0,99515B,"The Munchies",,"South Dakota","United States"
1825,54,0,54,0,54,,"2022-11-19 17:42:43",0,0,9039D,Halo,"BrandywineBOTS Robotics Club",Delmarva,"United States"
1826,54,0,54,0,54,,"2022-11-19 19:21:28",0,0,8568B,Knights,"NORTH ANDOVER HIGH","Southern New England","United States"
1827,54,0,54,0,54,,"2022-11-19 19:33:39",0,0,4149G,"THE SPADES","Grygla Secondary",Minnesota,"United States"
1828,54,0,54,0,54,,"2022-11-19 19:51:38",0,0,9257T,Colonels-T,"Covington Catholic High School",Kentucky,"United States"
1829,54,0,54,0,54,,"2022-11-19 21:33:50",0,0,74923A,"The Cobalt Chimeras",TEACH-NW,Oregon,"United States"
1830,54,0,54,0,54,,"2022-11-22 13:46:15",0,0,66423C,"Team Artemis","HANDLEY HIGH SCHOOL",Alabama,"United States"
1831,54,0,54,0,54,,"2022-11-22 13:50:20",0,0,35016X,"(AERO) DYNAMIX","ARAB JUNIOR HIGH SCHOOL",Alabama,"United States"
1832,54,0,54,0,54,,"2022-11-22 14:05:30",0,0,20605B,Economy,"ALEXANDRIA HIGH SCHOOL",Alabama,"United States"
1833,54,0,54,0,54,,"2022-12-03 07:09:09",0,0,10540D,"Crazy Rich Asians","VERSO International School",Thailand,Thailand
1834,54,0,54,0,54,,"2022-12-03 18:28:50",0,0,1233B,"Underdogs B","Crown Point High School",Indiana,"United States"
1835,54,0,54,0,54,,"2022-12-03 18:37:54",0,0,8214C,"Fire Breathing Marshmallows","Onondaga Senior High School","New York-North","United States"
1836,54,0,54,0,54,,"2022-12-03 18:43:11",0,0,1460G,"Sandy Robotic","SANDY HIGH SCHOOL",Oregon,"United States"
1837,54,0,54,0,54,,"2022-12-03 19:06:35",0,0,96671R,"The Lost Rocks","RED RIVER HIGH SCHOOL","North Dakota","United States"
1838,54,0,54,0,54,,"2022-12-03 19:08:45",0,0,93303M,"Questionable Success","Monmouth Academy",Maine,"United States"
1839,54,0,54,0,54,,"2022-12-03 22:48:31",0,0,94605B,"Inspire Robotics","INSPIRE SCHOOL OF ARTS AND SCIENCES","California - Region 1","United States"
1840,54,0,54,0,54,,"2022-12-10 18:16:08",0,0,3264E,"This is a lot of Effort","NORWALK HIGH SCHOOL",Ohio,"United States"
1841,54,0,54,0,54,,"2022-12-10 18:46:37",0,0,1010W,"TenTon Robotics","West Vancouver School District #45","British Columbia (BC)",Canada
1842,54,0,54,0,54,,"2022-12-10 19:53:27",0,0,13907D,"Autauga Co. Tech Center","AUTAUGA COUNTY TECHNOLOGY CENTER",Alabama,"United States"
1843,54,0,54,0,54,,"2022-12-10 20:15:34",0,0,82718F,"""Gentle"" Persuasion","THUNDER BASIN HIGH SCHOOL",Wyoming,"United States"
1844,54,0,54,0,54,,"2022-12-10 20:22:10",0,0,72527Y,"Another SCLA team","St Croix Lutheran Academy",Minnesota,"United States"
1845,54,0,54,0,54,,"2022-12-17 15:10:02",0,0,2750Y,Egg,"MILLER GROVE SCHOOL","Texas - Region 2","United States"
1846,54,0,54,0,54,,"2022-12-17 15:57:17",0,0,877K,"LocK Ness","RIDGEFIELD HIGH SCHOOL","Southern New England","United States"
